feature,importance,target,horizon,model,product,vol_gate_q
spread_bps_lag20,0.49892312360873936,fwd_ret,50,ridge,PEBBLES_M,5
spread_bps_lag50,0.44713994559906833,fwd_ret,50,ridge,PEBBLES_M,5
std_50_lag5,0.31157966911641405,fwd_ret,50,ridge,PEBBLES_M,5
signed_flow_20_lag5,0.27888977301503803,fwd_ret,50,ridge,PEBBLES_M,5
spread_bps_lag5,0.2105780471399249,fwd_ret,50,ridge,PEBBLES_M,5
std_50_lag50,0.18213041886764392,fwd_ret,50,ridge,PEBBLES_M,5
std_50_lag1,0.18170135961778588,fwd_ret,50,ridge,PEBBLES_M,5
std_50_lag20,0.14162269123106722,fwd_ret,50,ridge,PEBBLES_M,5
signed_flow_20_lag50,0.13300091185774615,fwd_ret,50,ridge,PEBBLES_M,5
fam_mean_ret_10_lag5,0.0963220028677215,fwd_ret,50,ridge,PEBBLES_M,5
ret_10_lag20,0.08801062940526115,fwd_ret,50,ridge,PEBBLES_M,5
ret_10_lag5,0.06331187527417802,fwd_ret,50,ridge,PEBBLES_M,5
vwap_dev_lag50,0.0624213262532465,fwd_ret,50,ridge,PEBBLES_M,5
ret_1_lag1,0.04668121557743784,fwd_ret,50,ridge,PEBBLES_M,5
ret_10_lag1,0.04177119102063807,fwd_ret,50,ridge,PEBBLES_M,5
vwap_dev_lag1,0.03699228465360583,fwd_ret,50,ridge,PEBBLES_M,5
ret_10_lag50,0.036325458421991606,fwd_ret,50,ridge,PEBBLES_M,5
vwap_dev_lag20,0.03158528941228519,fwd_ret,50,ridge,PEBBLES_M,5
ret_1_lag20,0.025742916370943857,fwd_ret,50,ridge,PEBBLES_M,5
vwap_dev_lag5,0.018364526072135363,fwd_ret,50,ridge,PEBBLES_M,5
ret_1_lag50,0.01601148891414656,fwd_ret,50,ridge,PEBBLES_M,5
spread_bps_lag1,0.013412309804573556,fwd_ret,50,ridge,PEBBLES_M,5
ret_1_lag5,0.005334899664927628,fwd_ret,50,ridge,PEBBLES_M,5
std_500_lag50,258011412.18847656,fwd_ret,50,lgbm,PEBBLES_M,5
std_500_lag1,188456140.63916016,fwd_ret,50,lgbm,PEBBLES_M,5
std_500_lag20,141689846.16455078,fwd_ret,50,lgbm,PEBBLES_M,5
std_50_lag50,130811398.40917969,fwd_ret,50,lgbm,PEBBLES_M,5
vwap_dev_lag50,106102197.31591797,fwd_ret,50,lgbm,PEBBLES_M,5
